"","link","page","ad_url","ad_number","title","price","text","n_photos","n_views","ad_date","seller_name","location","seller_age","n_all_time_ads","n_active_ads","scrape_time","province","type"
"1","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/556306/specialized-epic-pro",2,"Specialized Epic Pro",70000,"Your payment is held securely until you receive the goods.Info box: Frame Specialized FACT 11m, XC Geometry, Rider-First Engineered™, threaded BB, 12x148mm rear spacing, internal cable routing, 100mm of travel Fork RockShox SID Brain 29, Solo Air, top-adjust Brain Fade, 15x110mm Maxle® Stealth thru-axle, 42mm offset, 100mm of travel Rear Shock Custom RockShox Micro Brain shock w/ Spike Valve, AUTOSAG, 51x257mm Front Derailleur None Rear Derailleur SRAM ASX GX Shifters SRAM ASX GX Crankset Truvativ STYLO Carbon, DUB Cassette SRAM Eagle 12 Speed 10-50 Chain SRAM Eagle 12 Speed Brakes SRAM Level TLM, hydraulic disc Wheels Roval Control Carbon, 25mm internal width, tubeless-ready Tyres Fast Trak, GRIPTON® compound, 60 TPI, 2Bliss Ready, 29x2.3"" Stem Specialized XC, 3D-forged alloy, 4-bolt, 6-degree rise Handlebar S-Works Carbon Mini Rise, 6-degree upsweep, 8-degree backsweep, 10mm rise, 750mm, 31.8mm Seatpost Carbon, single-bolt, 30.9mm Saddle Body Geometry Phenom Expert, hollow titanium rails, carbon fiber base, 143mm Pedals None",15,"NA for bikehub",NA,"Specialized Epic Pro Gauteng, Sandton, Fourways Gardens Used - Excellent R 70,000 Insure from R 117.53 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: nickcooke (5 Reviews) ","Specialized Epic Pro Gauteng, Sandton, Fourways Gardens Used - Excellent R 70,000 Insure from R 117.53 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: nickcooke (5 Reviews) ",NA,34,1,"2022-05-20 12:34:00","Gauteng","dual suspension bikes"
"2","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/triathlon-and-time-trial-bikes/555754/scott-plasma-tt",3,"Scott Plasma TT",75000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Scott Plasma Front Derailleur Dura Ace Rear Derailleur Dura Ace Shifters Dura Ace Di2 Crankset Rotar Qring - 170cm Cassette Dura Ace Brakes Dura Ace Wheels Zipp Tri combo Tyres Conti Handlebar Profile design Seatpost Scott Saddle Fizik Pedals Na",3,"NA for bikehub",NA,"Scott Plasma TT Western Cape, Cape Town Used - Good R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: gwblack (9 Reviews) ","Scott Plasma TT Western Cape, Cape Town Used - Good R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: gwblack (9 Reviews) ",NA,19,3,"2022-05-20 12:34:01","Western Cape","triathlon and time trial bikes"
"3","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/556553/scott-spark-970-2022-large",4,"SCOTT SPARK 970 2022 (Large)",40000,"Your payment is held securely until you receive the goods.Info box: Frame Spark Alloy SL 6011, Integrated Suspension Technology, Flex Pivot / Adjustable head angle, Syncros Cable Integration System, BB92 / UDH Interface / 12x148mm with 55mm Chainline Fork RockShox Judy Silver TK Solo Air, 15x110mm QR axle / 42mm offset / Tapered Steerer, 2-Modes / Reb. Adj. / Lockout / 130mm travel Rear Shock X-Fusion NUDE 5 RLX Trunnion, SCOTT custom w. travel / geo adj., 3 modes: Lockout-Traction Control-Descend, Reb. Adj., Travel 120-80-Lockout / Rear Derailleur SRAM NX EAGLE - 12SPD Shifters SRAM SX Eagle Trigger Crankset Sram SX Eagle Brakes Shimano MT201 Disc, Shimano SM-RT10 CL / F&R 180mm Wheels Tubeless MAXXIS ARDENT SKINWALL EXO TLR 60TPI 29X2.4 Seatpost Syncros Duncan Dropper Post 2.5, 31.6mm / S & M size 130mm / L & XL size 150mm Pedals Shimano SPD",5,"NA for bikehub",NA,"SCOTT SPARK 970 2022 (Large) Gauteng, Johannesburg Used - Excellent R 40,000 Insure from R 67.16 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: PW Schaefer ","SCOTT SPARK 970 2022 (Large) Gauteng, Johannesburg Used - Excellent R 40,000 Insure from R 67.16 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: PW Schaefer ",NA,7,1,"2022-05-20 12:34:03","Gauteng","dual suspension bikes"
"4","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/557400/transition-tr250-for-sale",5,"Transition TR250 for sale",12000,"Your payment is held securely until you receive the goods.Info box: Frame Transition TR250 Fork Rockshox Lyrik Rear Shock Fox RC4 Kashima Rear Derailleur SRAM X0 Shifters SRAM X0 Crankset Truvativ descendant Cassette Sram Chain Sram Brakes Avid Wheels Hope pro 2 hubs on ZTR rims Tyres Maxxis Stem Rapide Handlebar Rapide Seatpost FSA Saddle Fizik",5,"NA for bikehub",NA,"Transition TR250 for sale KwaZulu-Natal, Pietermaritzburg, Chase Valley Used - Excellent R 12,000 Insure from R 20.15 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikereid (8 Reviews) ","Transition TR250 for sale KwaZulu-Natal, Pietermaritzburg, Chase Valley Used - Excellent R 12,000 Insure from R 20.15 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikereid (8 Reviews) ",NA,10,2,"2022-05-20 12:34:04","KwaZulu-Natal","dual suspension bikes"
"5","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/557404/fuji-nevada-10-mountain-bike",6,"Fuji Nevada 1.0 Mountain Bike",2999,"Your payment is held securely until you receive the goods.Info box: Frame Fuji Front Derailleur Shimano Rear Derailleur Shimano Shifters Shimano Cassette 3x8",8,"NA for bikehub",NA,"Fuji Nevada 1.0 Mountain Bike Western Cape, Cape Town, Wynberg Used - Good R 2,999 Insure from R 5.04 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Boltman (65 Reviews) ","Fuji Nevada 1.0 Mountain Bike Western Cape, Cape Town, Wynberg Used - Good R 2,999 Insure from R 5.04 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Boltman (65 Reviews) ",NA,712,9,"2022-05-20 12:34:05","Western Cape","hardtail mountain bikes"
"6","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/557401/merida-evo-scultura-904-juliet",7,"Merida Evo Scultura 904 Juliet",9999,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Full Carbon Front Derailleur Shimano 105 Rear Derailleur Shimano 105 Shifters Shimano 105 Crankset Shimano 105 Cassette 10 Speed Brakes Shimano 105 Wheels Alex with 105 Hubs",10,"NA for bikehub",NA,"Merida Evo Scultura 904 Juliet Western Cape, Cape Town, Wynberg Used - Good R 9,999 Insure from R 16.79 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Boltman (65 Reviews) ","Merida Evo Scultura 904 Juliet Western Cape, Cape Town, Wynberg Used - Good R 9,999 Insure from R 16.79 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Boltman (65 Reviews) ",NA,712,9,"2022-05-20 12:34:06","Western Cape","road bikes"
"7","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/557379/specialized-tarmac-pro-sl3",8,"Specialized Tarmac pro SL3",26000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork carbon tarmac sl3 Front Derailleur 105 Rear Derailleur 105 Shifters 105 Cassette 105 Brakes 105 Wheels Mavic Aksium race wheels",5,"NA for bikehub",NA,"Specialized Tarmac pro SL3 Western Cape, Somerset West, Heldervue Used - Good R 26,000 Insure from R 43.65 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: HCW Dealer / business user ","Specialized Tarmac pro SL3 Western Cape, Somerset West, Heldervue Used - Good R 26,000 Insure from R 43.65 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: HCW Dealer / business user ",NA,5,1,"2022-05-20 12:34:08","Western Cape","road bikes"
"8","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/557379/specialized-tarmac-pro-sl3",8,"Specialized Tarmac pro SL3",26000,"Dealer / business userInfo box: Frame & Fork carbon tarmac sl3 Front Derailleur 105 Rear Derailleur 105 Shifters 105 Cassette 105 Brakes 105 Wheels Mavic Aksium race wheels",5,"NA for bikehub",NA,"Specialized Tarmac pro SL3 Western Cape, Somerset West, Heldervue Used - Good R 26,000 Insure from R 43.65 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: HCW Dealer / business user ","Specialized Tarmac pro SL3 Western Cape, Somerset West, Heldervue Used - Good R 26,000 Insure from R 43.65 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: HCW Dealer / business user ",NA,5,1,"2022-05-20 12:34:08","Western Cape","road bikes"
"9","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/dual-suspension-bikes/557394/intense-tracer-expert-for-sale",9,"Intense Tracer expert for sale",29000,"Your payment is held securely until you receive the goods.Info box: Frame Intense tracer Carbon Fork Rockshox Pike Rear Shock Rockshox Monarch Plus Rear Derailleur Shims no XT Shifters Shimano XT Crankset Shimano XT Cassette Shimano XT Chain Shimano Brakes Shimano XT Wheels DT Swiss Tyres Shawlbe Stem Thomson X4 Handlebar Rapids control stick 780mm Seatpost Lynette dropper post Saddle WTB Pedals Crankbrothers",4,"NA for bikehub",NA,"Intense Tracer expert for sale KwaZulu-Natal, Pietermaritzburg, Chase Valley Used - Excellent R 29,000 Insure from R 48.69 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikereid (8 Reviews) ","Intense Tracer expert for sale KwaZulu-Natal, Pietermaritzburg, Chase Valley Used - Excellent R 29,000 Insure from R 48.69 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikereid (8 Reviews) ",NA,10,2,"2022-05-20 12:34:09","KwaZulu-Natal","dual suspension bikes"
"10","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/557340/2013-merida-ride-carbon-94",11,"2013 Merida Ride Carbon 94",14000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork BC Carbon lite C-S Front Derailleur Shimano 105 Rear Derailleur Shimano 105 Shifters Shimano 105 Crankset Shimano 105 Cassette Shimano 105 Chain KMC Brakes Shimano 105 Wheels Alex Race 24 Tyres Maxxis Detonator Stem Ritchie Handlebar FSA Seatpost FSA Carbon Saddle Q-Bik Flow Pedals None",7,"NA for bikehub",NA,"2013 Merida Ride Carbon 94 Gauteng, Sandton Used - Excellent R 14,000 Insure from R 23.51 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Forzamarc ","2013 Merida Ride Carbon 94 Gauteng, Sandton Used - Excellent R 14,000 Insure from R 23.51 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Forzamarc ",NA,3,1,"2022-05-20 12:34:11","Gauteng","road bikes"
