"","link","page","ad_url","ad_number","title","price","text","n_photos","n_views","ad_date","seller_name","location","seller_age","n_all_time_ads","n_active_ads","scrape_time","province"
"1","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/durbanville/silverback-spectra-comp-se-2019-mountain-bike/10011355116831010018678409",1,"Silverback Spectra Comp SE 2019 Mountain Bike",10500,"Silverback Spectra Comp SE 2019 Mountain Bike in good condition with some very minor scratching.The bike has just been serviced and ready to ride. No work needed and lots of life in all the components.SizeLModel Year2019Wheel Size29""Frame MaterialAluminiumFrameSILVERBACKForkROCKSHOX JUDY SILVERFront DerailleurFD-M6025-HRear DerailleurSHIMANO XTShiftersSHIMANO DEORE 10 SPEEDCranksetSHIMANO MT500 36X26t BLACKCassetteSHIMANO HG-50-10 10 SPEED 11-36tChainSHIMANO HG-54 10 SPEEDBrakesSHIMANO M315 HYDRAULIC, RESIN PADS ROTORS SHIMANO SM-RT 180/160mmRimsSUNRINGLE' HELIX TR 25, 29"" ALLOY, TUBELESS - SHIMANO DEORE HB-M6010-B BOOST 110TyresMAXXIS CROSSMARK II 29X2.25"" FOLDABLE, TUBELESSStemSECTOR ALUMINIUMHandlebarSECTOR ALUMINIUM DIA 31.8mmSeatpostSECTOR ALUMINIUM BLACKSaddleSECTOR ERGO",7,69,"2022-08-29 12:56:22","mrtnkrstn","Durbanville, Northern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:23","Western Cape"
"2","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/morningside/beach-rider-cruiser-bicycles/10011353754101010200327409",2,"Beach rider cruiser bicycles",1000,"10 x Beach cruiser bicycles for sale R1500 each Or Take all for R10 000 Various conditions, sold as is. Based in Parlock, Durban. Negotiable upon viewing What'sapp Muhammad 0833 914 685 ",4,192,"2022-08-28 12:56:23","muhammad amla","Morningside, Durban City, KwaZulu-Natal",NA,NA,NA,"2022-08-31 12:56:23","KwaZulu-Natal"
"3","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/paarl/2018-yt-tues-pro-race-carbon-+-xl/10011265374311010089483209",3,"2018 Yt Tues Pro Race Carbon - XL",68000,"Selling my 2018 Yt Tues Carbon in XL frame size. (Sized closer to a Large)I bought this bike in April of 2021 and it was still BRAND NEW and UNOPENED from the factory in its original box and disassembled. Everything on the bike is carbon. The frame, swingarm, wheels, handlebars, cranks, derailleur, shifter even the seatpost. The bike weighs about 15.4kgs without pedals.I had about 10-12 occasions of bike park riding on it at Highland Bike Park in New Hampshire, USA. Also 1 day at Hellsend, Stellenbosch, and that's it. The bike still has its OEM signature tyres on as 'proof' of the mileage(or lack thereof)This puppy also has had a full service done by TheBikePark in Constantia Uitsig and both fork and shock has been serviced by Omnico (still have the receipts). It has not been ridden since.Included are some extras:E*thirteen valves for tubeless setupFactory ODI AG signature gripsExtra E*thirteen crank shoesODI race number boardCrank Bros. Stamp 7 pedals(with spare pins)AM Camo frame protection on top tube, shock pivot and swingarmand the owners manuals.Also have a bunch of gear to sell separately(too much to mention) I'm 184cm and just about 80kg.Price is firm, I'm in no rush to sell, I'm just doing it a great disservice by not letting it shred as it was meant to.Cheers, Marten",12,531,"2022-08-02 12:56:23","Marten van Staden","Paarl, Cape Winelands, Western Cape",NA,NA,NA,"2022-08-31 12:56:23","Western Cape"
"4","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/kuils-river/26er-small-giant-terrago-mtb-+-lockout-fork-+-hydraulic-disk-brakes-+-deore-components-+-race-ready/10010960075861010003575409",4,"26ER SMALL GIANT TERRAGO MTB - LOCKOUT FORK - HYDRAULIC DISK BRAKES - DEORE COMPONENTS - RACE READY",4500,"26ER SMALL FRAME GIANT TERRAGO MOUNTAINBIKE. EXCELLENT CONDITION, VERY WELL LOOKED AFTER. SERVICED AND READY TO RIDE. ***HYDRAULIC DISK BRAKES******LOCKOUT FORK******26ER WHEELS // SMALL FRAME***SMALL ALLOY FRAME GIANT TERRAGO DISKSHIMANO HYDRAULIC DISK BRAKES SR SUNTOUR XCR FORK WITH LOCKOUT GIANT DOUBLE WALL RIMS GIANT TYRESSHIMANO DEORE REAR DERAILLEUR SHIMANO DEORE FRONT DERAILLEUR SHIMANO CRANKSHIMANO DEORE RAPIDFIRE SHIFTERS GIANT STEM AND HANDLEBARGIANT SEAT AND SEATPOSTWELGO ALLOY FLAT PEDALSBOTTLE HOLDERBIKE IS IN AN EXCELLENT CONDITION. SERVICED AND READY TO HIT THE TRAILS. VIEWING AND TESTING WELCOME. RACE READY // GET ON AND GOL!! Price: R4500 NOT NEG! For more info Lizelle: 0826038599 Items Available: 1",18,918,"2022-06-01 05:26:24","LizelleVDM","Kuils River, Northern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:24","Western Cape"
"5","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/tableview/cannondale-scalpel-carbon-+-medium/10010827550101011364600209",5,"CANNONDALE SCALPEL CARBON - MEDIUM",55000,"2019 CANNONDALE SCALPEL - MEDIUMGreat ConditionFork: Lefty Ocho CarbonBrakes: Sram Level TLMShifter: Sram XO 12 Spd EagleRear Derailleur: Sram XO 12 Spd EagleCrank Set: Stylo Alloy - Brand NewWheels: Hollowgram CarbonRear Shock:  Fox Float FactoryHandlebars: AlloySeat Post: Carbon Follow this link for unbeatable deals on bicycles:http://discountbicycles-sa.comFollow the link below for unbeatable deals on accessories:https://cycle-teknix-online.myshopify.comFree delivery on all bikes nationwide!Trading hours: Monday to Friday 08h00 – 18h00 Saturday 08h00 to 14h00 Contact us: Tel: (021) 556 8207Email: hanber@cycleteknix.co.zaWhatsApp: 065 153 8534Address: 145 Blaauwberg Road, Table View, Cape Town, 7441.Website: View our website for more great specials: www.cycleteknix.co.zaItems Available: 1",7,1118,"2022-05-01 18:56:24","Cycle Teknix","Tableview, West Coast, Western Cape",NA,NA,NA,"2022-08-31 12:56:24","Western Cape"
"6","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/kuils-river/kontant-vir-jou-fiets/1008223744960910003575409",6,"KONTANT VIR JOU FIETS",1200,"Pop me a whatsapp or give me a call. Instant cash paid for your bike. Cash paid for your bicycle.It MUST have HYDRAULIC DISC BRAKES. MUST BE IN AN EXCELLENT CONDITION. 26 inch, 27.5 inch or 29 inch wheels.Send me a picture of your bicycle and we can chat on whattsapp 0826038599 I will not waste your time with silly offers.Will beat any confirmed offer. 0826038599 Giant Merida mountainbike Specialized Cannondale Scott Titan Dual Suspension Hardtail Softail Trek Silverback Kona Santa Cruz Momsen Banshee YT Yeti Pyga Devinci Charge Focus Ellsworth Ghost GT Ibis KTM Niner NS Nukeproof Orbea PivotItems Available: 1",1,3618,"2021-08-31 06:56:25","LizelleVDM","Kuils River, Northern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:25","Western Cape"
"7","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/durbanville/pre+owned-scott-940-dual-suspension-mountain-bike/10011366812201010018217509",7,"Pre-Owned Scott 940 Dual Suspension Mountain bike",25500,"Pre-Owned Scott 940 Dual Suspension Mountain bike - 29"" wheelsMedium FrameR25500",7,2,"2022-08-31 12:48:25","deon","Durbanville, Northern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:25","Western Cape"
"8","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/tokai/2022-scott-aspect-970-29er-mtb/10010239473561011247410409",8,"2022 SCOTT ASPECT 970 29ER MTB",350,"The SCOTT Aspect 970 is a hardtail mountain bike that is designed to be light, efficient and reasonably priced. Featuring disc brakes and Syncros components, this is the perfect bike for the novice or budget conscious mountain biker.FRAME: Aspect 900-700 series / Alloy 6061 Custom TubingBSA73 / Internal Cable Routing / replaceable hangerFORK: Suntour XCE28100mm travelREAR DERAILLEUR: Shimano Tourney RD-TY30021 SpeedFRONT DERAILLEUR: MicroShift FD-M20 / 31.8mmSHIFTERS: Shimano ST-EF-41-L / 7REZ-fire plus w/gear indicatorCRANKSET: Prowheel TA-CQ0142x34x24 w/CGBB-SET: Feimin FP.B902BB73 / square taperCHAIN: KMC Z-7CASSETTE: Sunrace CSM40 7AV / 11-34TBRAKES: Tektro SCM-02 Mech. DiscROTOR: Tektro / 6 bolt / F&R 160mmHANDLEBAR: HL MTB-AL-312BT / 720mm / black / 12mm riseSncros Pro GripH'STEM: TDS-C301-8FOV / 10° / 31.8 / BlackSEATPOST: HL SP C20731.6mm / 350mm / BlackSEAT: Syncros 3.0HEADSET: Syncros OE Press Fit / 1 1/8""OD 50mm / ID 44mmHUB (FRONT): Formula DC-19 FQR DiscHUB (REAR): Formula DC-27A 7s RQR DiscSPOKES: 14 G / stainless / blackRIMS: Syncros X-20 Disc32H / blackFRONT TIRE: Kenda Booster2.4"" / 30TPIREAR TIRE: Kenda Booster2.4"" / 30TPIPEDALS: Feimin FP-803APPROX WEIGHTS IN KG: 14.95APPROX WEIGHTS IN LBS: 32.96MAX. SYSTEM WEIGHT: 128 kgThe overall weight includes the bike, the rider, the equipment, and possible additional luggage.Items Available: 4",1,2108,"2021-12-31 00:56:26","Bridge Cycles CC","Tokai, Southern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:26","Western Cape"
"9","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/kuils-river/29er-large-trek-xcaliber-6-mtb-+-lockout-fork-+-hydraulic-disk-brakes-+-ready-to-race/10011343827231010003575409",9,"29ER LARGE TREK XCALIBER 6 MTB - LOCKOUT FORK - HYDRAULIC DISK BRAKES - READY TO RACE",7500,"VERY GOOD CONDITION 29ER LARGE TREK XCALIBER 6 MOUNTAINBIKE. SERVICED AND READY TO GO!**29ER WHEELS // LARGE 19.5INCH FRAME****LOCKOUT FORK****READY TO RACE // GET ON AND GO**LARGE 19.5inch Alloy Frame Trek Xcaliber 6SR SUNTOUR XCM Fork with LockoutBONTRAGER Double Wall RimsBontrager TyresShimano Hydraulic Disk BrakesSRAM ShiftersSRAM X5 9 SpeedShimano CrankShimano Altus Front DerailleurBontrager Handlebar and StemBontrager Seat and Seat PostFlat Pedals**VERY GOOD CONDITION****BIKE IS RACE READY // GET ON AND GO**Price: R7500 NOT NEG! For more info Lizelle: 0826038599 Items Available: 1",17,171,"2022-08-25 12:56:26","LizelleVDM","Kuils River, Northern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:27","Western Cape"
"10","https://www.gumtree.co.za/s-mountain-bikes/v1c9800p1page-1/v1c9800p1",1,"https://www.gumtree.co.za/a-mountain-bikes/tokai/2022-scott-aspect-960-29er-mtb/10010239636641011247410409",10,"2022 SCOTT ASPECT 960 29ER MTB",350,"2022 Scott Aspect 960 Features:Aspect 700/900 Alloy FrameSuntour XCE28 100mmShimano TX800 16 SpeedTektro Hyd. Disc BrakesKenda BoosterItems Available: 4",1,1934,"2021-12-31 00:56:27","Bridge Cycles CC","Tokai, Southern Suburbs, Western Cape",NA,NA,NA,"2022-08-31 12:56:27","Western Cape"
