"","link","page","ad_url","ad_number","title","price","text","n_photos","n_views","ad_date","seller_name","location","seller_age","n_all_time_ads","n_active_ads","scrape_time","province","type"
"1","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/534648/bianchi-specialissima-cv",2,"Bianchi Specialissima CV",75000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Carbon Front Derailleur Eps Super Record Rear Derailleur Eps Super Record Shifters Eps Super Record Crankset Super Record Cassette 11speed Chain 11sp Brakes Super Record Wheels Campagnola Training Tyres Plain Stem Itm Carbon Handlebar Lightweight carbon Seatpost Carbon Saddle Carbon Pedals Plain",9,"NA for bikehub",NA,"Bianchi Specialissima CV Gauteng, Kempton Park, Aston Manor Used - Excellent R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ","Bianchi Specialissima CV Gauteng, Kempton Park, Aston Manor Used - Excellent R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ",NA,493,30,"2022-02-20 12:23:12","Gauteng","road bikes"
"2","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/534648/bianchi-specialissima-cv",2,"Bianchi Specialissima CV",75000,"Dealer / business userInfo box: Frame & Fork Carbon Front Derailleur Eps Super Record Rear Derailleur Eps Super Record Shifters Eps Super Record Crankset Super Record Cassette 11speed Chain 11sp Brakes Super Record Wheels Campagnola Training Tyres Plain Stem Itm Carbon Handlebar Lightweight carbon Seatpost Carbon Saddle Carbon Pedals Plain",9,"NA for bikehub",NA,"Bianchi Specialissima CV Gauteng, Kempton Park, Aston Manor Used - Excellent R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ","Bianchi Specialissima CV Gauteng, Kempton Park, Aston Manor Used - Excellent R 75,000 Insure from R 125.93 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ",NA,493,30,"2022-02-20 12:23:12","Gauteng","road bikes"
"3","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/501480/pinarello-dogma-f8-xl",3,"Pinarello Dogma F8 XL",68900,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Carbon Front Derailleur Campagnolo Super Record 11spd EPS Rear Derailleur Campagnolo Super Record 11spd EPS Shifters Campagnolo Super Record 11spd EPS Crankset Campagnolo Super Record 11spd Brakes Campagnolo Super Record 11spd Wheels Campagnolo Bora Carbon Stem ENVE Carbon Handlebar ENVE Carbon",1,"NA for bikehub",NA,"Pinarello Dogma F8 XL Western Cape, Cape Town Used - Excellent R 68,900 Insure from R 115.68 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Wayne DVille Cyclery Dealer / business user ","Pinarello Dogma F8 XL Western Cape, Cape Town Used - Excellent R 68,900 Insure from R 115.68 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Wayne DVille Cyclery Dealer / business user ",NA,121,9,"2022-02-20 12:23:13","Western Cape","road bikes"
"4","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/501480/pinarello-dogma-f8-xl",3,"Pinarello Dogma F8 XL",68900,"Dealer / business userInfo box: Frame & Fork Carbon Front Derailleur Campagnolo Super Record 11spd EPS Rear Derailleur Campagnolo Super Record 11spd EPS Shifters Campagnolo Super Record 11spd EPS Crankset Campagnolo Super Record 11spd Brakes Campagnolo Super Record 11spd Wheels Campagnolo Bora Carbon Stem ENVE Carbon Handlebar ENVE Carbon",1,"NA for bikehub",NA,"Pinarello Dogma F8 XL Western Cape, Cape Town Used - Excellent R 68,900 Insure from R 115.68 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Wayne DVille Cyclery Dealer / business user ","Pinarello Dogma F8 XL Western Cape, Cape Town Used - Excellent R 68,900 Insure from R 115.68 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Wayne DVille Cyclery Dealer / business user ",NA,121,9,"2022-02-20 12:23:13","Western Cape","road bikes"
"5","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/534659/scott-contessa-carbon-small",4,"Scott Contessa Carbon small",12500,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Carbon Front Derailleur Ultegra Rear Derailleur Ultegra Shifters Ultegra Crankset Ultegra Cassette 10sp Chain 10sp Brakes Ultegra Wheels Mavic Tyres Plain Stem Aluminium Handlebar Aluminium Seatpost Aluminium Saddle Plain Pedals Plain",6,"NA for bikehub",NA,"Scott Contessa Carbon small Gauteng, Kempton Park, Aston Manor Used - Good R 12,500 Insure from R 20.99 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ","Scott Contessa Carbon small Gauteng, Kempton Park, Aston Manor Used - Good R 12,500 Insure from R 20.99 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ",NA,493,30,"2022-02-20 12:23:15","Gauteng","road bikes"
"6","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/534659/scott-contessa-carbon-small",4,"Scott Contessa Carbon small",12500,"Dealer / business userInfo box: Frame & Fork Carbon Front Derailleur Ultegra Rear Derailleur Ultegra Shifters Ultegra Crankset Ultegra Cassette 10sp Chain 10sp Brakes Ultegra Wheels Mavic Tyres Plain Stem Aluminium Handlebar Aluminium Seatpost Aluminium Saddle Plain Pedals Plain",6,"NA for bikehub",NA,"Scott Contessa Carbon small Gauteng, Kempton Park, Aston Manor Used - Good R 12,500 Insure from R 20.99 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ","Scott Contessa Carbon small Gauteng, Kempton Park, Aston Manor Used - Good R 12,500 Insure from R 20.99 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: mikesmous Dealer / business user (14 Reviews) ",NA,493,30,"2022-02-20 12:23:15","Gauteng","road bikes"
"7","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/535327/trek-postal-service-collectible-1999",5,"Trek Postal Service collectible 1999",10000,"Your payment is held securely until you receive the goods.Info box: Rear Derailleur Shimano 105 Shifters Shimano 105 Crankset Shimano 105 Brakes Shimano Tiagra Wheels Vuelta Tyres Maxxis Detonator Saddle Italia Pedals Exus cleets",4,"NA for bikehub",NA,"Trek Postal Service collectible 1999 Western Cape, Blouberg, Parklands North Used - Good R 10,000 Insure from R 16.79 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: J9 ","Trek Postal Service collectible 1999 Western Cape, Blouberg, Parklands North Used - Good R 10,000 Insure from R 16.79 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: J9 ",NA,1,1,"2022-02-20 12:23:16","Western Cape","road bikes"
"8","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/hardtail-mountain-bikes/535324/momsen-mountain-bike",7,"Momsen Mountain Bike",16000,"Your payment is held securely until you receive the goods.Info box: Frame Momsen AL 529 2nd Generation Race Tech Frame Fork Fox Front Derailleur Shimano SLX Rear Derailleur Shimano XT Shifters Shimano Deore Stem Ritchey Comp Handlebar Ritchey Comp Seatpost Ritchey Saddle Juliet T 3 Pedals Shimano",1,"NA for bikehub",NA,"Momsen Mountain Bike Gauteng, Pretoria, Faerie Glen Used - Excellent R 16,000 Insure from R 26.86 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Descent ","Momsen Mountain Bike Gauteng, Pretoria, Faerie Glen Used - Excellent R 16,000 Insure from R 26.86 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Descent ",NA,1,1,"2022-02-20 12:23:19","Gauteng","hardtail mountain bikes"
"9","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/commuter-bikes/497135/rook-race-i-55cm",11,"ROOK Race I 55cm",5000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Rook Race I Alloy Frame and Carbon Fork Front Derailleur n/a Rear Derailleur n/a Shifters n/a Crankset Rook Single Speed Cassette Flip Flop Hub Brakes Front caliper with mtb style brake only, mount for rear brake Wheels Rook",5,"NA for bikehub",NA,"ROOK Race I 55cm Western Cape, Cape Town, Newlands Used R 5,000 Insure from R 8.4 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Sid the Sloth (26 Reviews) ","ROOK Race I 55cm Western Cape, Cape Town, Newlands Used R 5,000 Insure from R 8.4 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Sid the Sloth (26 Reviews) ",NA,156,14,"2022-02-20 12:23:25","Western Cape","commuter bikes"
"10","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/535298/merida-reacto-8000-e-2019",12,"Merida Reacto 8000-E (2019)",60000,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Merida Reacto CF4 Front Derailleur Shimano Ultegra Di2 DF Rear Derailleur Shimano Ultegra Di2 Shifters Shimano Ultegra Di2 Brakes Shimano Ultegra (Disc) Wheels Vision 55 SC Stem Vision Metron 6D Handlebar Vision Metron 6D Seatpost Merida Team CW",2,"NA for bikehub",NA,"Merida Reacto 8000-E (2019) Gauteng, Sandton, Sandown Used - Excellent R 60,000 Insure from R 100.74 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Andries08 ","Merida Reacto 8000-E (2019) Gauteng, Sandton, Sandown Used - Excellent R 60,000 Insure from R 100.74 Message Seller Phone Number Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Andries08 ",NA,2,1,"2022-02-20 12:23:26","Gauteng","road bikes"
"11","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/495105/lampre-merida-scultura-903-team",13,"Lampre merida scultura 903 team",8500,"Your payment is held securely until you receive the goods.Info box: Frame & Fork Carbon fork and aluminum light weight fram Front Derailleur Shimano tiagra Rear Derailleur Shimano tiagra Shifters Shimano tiagra Crankset Tiagra Cassette Shimano Chain Shiman9 Brakes Merida Wheels Alexrims Tyres CST czar Stem FSA merida pro 120m Handlebar Merida comp Seatpost Carbon merida comp Saddle Merida Pedals Not included",12,"NA for bikehub",NA,"Lampre merida scultura 903 team Gauteng, Johannesburg, Montgomery Park Used - Good R 8,500 Insure from R 14.27 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Hamzah.A ","Lampre merida scultura 903 team Gauteng, Johannesburg, Montgomery Park Used - Good R 8,500 Insure from R 14.27 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Hamzah.A ",NA,4,2,"2022-02-20 12:23:27","Gauteng","road bikes"
"12","https://bikehub.co.za/classifieds/g/bikes?page=1",1,"https://bikehub.co.za/classifieds/item/road-bikes/497725/merida-scultura-team-lampre-903",14,"Merida scultura team lampre  903",8500,"Your payment is held securely until you receive the goods.Info box: Frame & Fork aluminium Merida scultura frame and carbon fork Front Derailleur Tiagra Rear Derailleur Tiagra 10 speed Shifters Shimano Crankset Shimano Cassette Shimano Brakes Merida comp Wheels Alex rim Tyres Cst Stem FSA Seatpost Carbon merida pro Pedals Not included",14,"NA for bikehub",NA,"Merida scultura team lampre 903 Gauteng, Johannesburg, Montgomery Park Used R 8,500 Insure from R 14.27 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Hamzah.A ","Merida scultura team lampre 903 Gauteng, Johannesburg, Montgomery Park Used R 8,500 Insure from R 14.27 Message Seller Buy with Bike Hub Pay Buy safely with Bike Hub Pay Your payment is held securely until you receive the goods. Learn More Sold by: Hamzah.A ",NA,4,2,"2022-02-20 12:23:29","Gauteng","road bikes"
